Id,Label,type,xcoord,ycoord,category,Modularity Class,Eigenvector Centrality,In Degree,Out Degree,Degree,Weighted Degree
439,Is there anybody out there? Discovering new DH practitioners in other countries,Long Paper,0.0,0.0,session,22,0.04742012858778877,2,0,2,2
440,Discovering Land Transaction Relations from Land Deeds of Taiwan,Long Paper,0.0,0.0,session,44,0.17437012912741484,5,0,5,5
441,Computing in Canada: A History of the Incunabular Years,Long Paper,0.0,0.0,session,41,0.2758795574672355,5,0,5,5
442,The Digital Dictionary of Buddhism: A Collaborative XML-Based Reference Work that has become a Field Standard: Technology and Sustainable Management Strategies,Long Paper,0.0,0.0,session,38,0.011355885286407588,1,0,1,1
443,The Interface of the Collection,Panel,0.0,0.0,session,41,0.4149186888397157,7,0,7,7
444,Abstract Values in the 19th Century British Novel: Decline and Transformation of a Semantic Field,Long Paper,0.0,0.0,session,4,0.06877159146084981,2,0,2,2
445,Detecting and Characterizing National Style in the 19th Century Novel,Long Paper,0.0,0.0,session,4,0.03233370800971806,1,0,1,1
446,Revisiting Moretti's Graphs: New Directions in the Sociology of Literary Form,Long Paper,0.0,0.0,session,27,0.011460909637375158,1,0,1,1
447,Supporting Scientific Discoveries to Answer Art Authorship Related Questions Across Diverse Disciplines and Geographically Distributed Resources,Long Paper,0.0,0.0,session,37,0.8815901872614662,16,0,16,16
448,The Text-Image-Link-Editor (A tool for linking facsimiles & transcriptions and image annotations),Long Paper,0.0,0.0,session,66,0.022368834398077214,2,0,2,2
449,CloudPad - a cloud-based documentation and archiving tool for mixed reality artworks,Long Paper,0.0,0.0,session,4,0.11111816758963189,5,0,5,5
450,A Grid Based e-Research Infrastructure for Language and Literature,Long Paper,0.0,0.0,session,36,0.060103114222540395,4,0,4,4
451,DESARROLLO DE PROYECTOS DIGITALES COMO ESTRATEGIAS DE APRENDIZAJE. LA EXPERIENCIA DESINGCREA/DISEÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¹Ã…â€œOTECA,Long Paper,0.0,0.0,session,45,0.017191711176131,1,0,1,1
452,"You Suck at Narrative: Disciplinarity, Popular Culture, and the Database Logic of Photoshop",Long Paper,0.0,0.0,session,61,0.008310085698683281,1,0,1,1
453,The Theory and Design of PlotVis,Panel,0.0,0.0,session,41,0.21675872310889727,6,0,6,6
454,"Automatic Extraction of Hidden Keywords by Producing ""Homophily"" within Semantic Networks",Short Paper,0.0,0.0,session,38,0.04898044419278872,3,0,3,3
455,Handling Glyph Variants: Issues and Developments,Short Paper,0.0,0.0,session,39,0.013155122481103404,1,0,1,1
456,ComPair: Compare and Visualise the Usage of Language,Short Paper,0.0,0.0,session,36,0.011531220068473517,1,0,1,1
457,Tasks vs. Roles: A Center Perspective on Data Curation Needs in the Humanities,Short Paper,0.0,0.0,session,50,0.11000366203072434,5,0,5,5
458,Computational Analysis of Gender and the Body in European Fairy Tales,Short Paper,0.0,0.0,session,30,0.11781319654809577,2,0,2,2
459,Topic Modeling Historical Sources: Analyzing the Diary of Martha Ballard,Short Paper,0.0,0.0,session,4,0.03233370800971806,1,0,1,1
460,Victorian Women Writers Project Revived: A Case Study in Sustainability,Short Paper,0.0,0.0,session,30,0.09277154332115274,2,0,2,2
461,Joanna Baillie's Witchcraft: from Hypermedia Edition to Resonant Responses,Short Paper,0.0,0.0,session,34,0.03998451267896948,3,0,3,3
462,The Cultural Impact of New Media on American Literary Writing: Refining a Conceptual Framework,Short Paper,0.0,0.0,session,65,0.008310085698683281,1,0,1,1
463,An Ontological View of Canonical Citations,Short Paper,0.0,0.0,session,21,0.11489932711070365,2,0,2,2
464,"Interedition Principles, Practice and Products of an Open Collaborative Development Model for Digital Scholarly Edition",Short Paper,0.0,0.0,session,39,0.11821330356036636,5,0,5,5
465,Comparing the Similarities and Differences between Burton Pike's and Stephen Mitchell's Translation of The Notebooks of Malte Laurids Brigge by Rainer Maria Rilke,Short Paper,0.0,0.0,session,56,0.022368834398077214,2,0,2,2
466,"Historic Interpretation, Preservation, and Augmented Reality in Falmouth Jamaica",Short Paper,0.0,0.0,session,39,0.06399646516046273,2,0,2,2
467,A Data Model for Visualising Textuality The Wurzburg Saint Matthew,Short Paper,0.0,0.0,session,25,0.008310085698683281,1,0,1,1
468,Medical Case Studies on Renaissance Melancholy. An Online Publication Projet,Short Paper,0.0,0.0,session,26,0.008310085698683281,1,0,1,1
469,Integrating Digital Papyrology,Panel,0.0,0.0,session,27,0.1875808572035918,5,0,5,5
470,Trends 21 Corpus: A Large Annotated Korean Newspaper Corpus for Linguistic and Cultural Studies,Long Paper,0.0,0.0,session,28,0.11405521692634533,5,0,5,5
471,Charlotte's Web: Encoding the Literary History of the Sentimental Novel,Long Paper,0.0,0.0,session,50,0.025012867941639795,2,0,2,2
472,The Time Machine: Capturing Worlds across Time in Texts,Long Paper,0.0,0.0,session,60,0.09507008891309823,4,0,4,4
473,"Civil War Washington: An Experiment in Freedom, Integration, and Constraint",Long Paper,0.0,0.0,session,52,0.04358437737846283,3,0,3,3
474,Towards a Narrative GIS,Long Paper,0.0,0.0,session,62,0.07354916214034855,4,0,4,4
475,Moving Beyond Anecdotal History,Long Paper,0.0,0.0,session,55,0.008310085698683281,1,0,1,1
476,Social Networks and Archival Context Project,Panel,0.0,0.0,session,39,0.07059890846333632,4,0,4,4
477,"Literary Practice and the Digital Humanities, Redux: Data as/and Poetry",Panel,0.0,0.0,session,50,0.08785451299934591,5,0,5,5
478,Googling Ancient Places,Short Paper,0.0,0.0,session,40,0.05117915718034744,4,0,4,4
479,Image Markup Tool 2.0,Short Paper,0.0,0.0,session,41,0.02711184071142934,2,0,2,2
480,RELIGO: A RELATIONSHIP SYSTEM,Short Paper,0.0,0.0,session,45,0.06691946449342924,4,0,4,4
481,Omeka in the Classroom: The Challenges of Teaching Material Culture in a Digital World,Short Paper,0.0,0.0,session,37,0.010764330962416932,1,0,1,1
482,Lurking in Museums: In Support of Passive Participation,Short Paper,0.0,0.0,session,0,0.01030978583238741,1,0,1,1
483,Content patterns in digital humanities: a framework for sustainability and reuse of digital resources,Long Paper,0.0,0.0,session,21,0.1265072358243427,2,0,2,2
484,The Digital Archaeological Record - an Analytic Data Repository for Archaeology,Short Paper,0.0,0.0,session,53,0.022368834398077214,2,0,2,2
485,GEO-TEMPORAL ARGUMENTATION: THE ROMAN FUNERAL ORATION,Long Paper,0.0,0.0,session,0,0.04333652510790237,1,0,1,1
486,The Track: Digital Humanists off the Straight and Narrow Path to Tenure,Panel,0.0,0.0,session,39,0.22721930487226205,6,0,6,6
487,Building Cyberinfrastructure for the Arts and Humanities - A Report from the Bamboo Technology Project,Poster / Demo,0.0,0.0,session,29,0.0339590614934363,4,0,4,4
488,Network and Topical Analysis for the Humanities using NWB and Sci2,Pre-Conference Tutorial,0.0,0.0,session,30,0.5156761393789249,8,0,8,8
489,Workshop: Visualization for literary history,Pre-Conference Workshop,0.0,0.0,session,41,0.2621120585304488,4,0,4,4
490,Introductory TEI ODD,Pre-Conference Tutorial,0.0,0.0,session,63,0.03190660529433644,2,0,2,2
491,Integrating Digital Humanities Projects into the Undergraduate Curriculum,Pre-Conference Workshop,0.0,0.0,session,43,0.023563316881057287,2,0,2,2
492,gabmap - a web application for analyzing linguistic variation,Pre-Conference Tutorial,0.0,0.0,session,31,0.11405521692634533,5,0,5,5
493,Natural Language Processing Tools for the Digital Humanities,Pre-Conference Tutorial,0.0,0.0,session,4,0.03233370800971806,1,0,1,1
494,Introduction to Text Analysis With Voyeur Tools,Pre-Conference Tutorial,0.0,0.0,session,41,0.13434388820994936,2,0,2,2
495,An introduction to XForms for digital humanists: how XForms can help your project,Pre-Conference Tutorial,0.0,0.0,session,8,0.015151445359708202,1,0,1,1
1384,Goettingen State and University Library,university,51.47,9.96,location,21,0.013020275261300859,1,0,1,1
1390,"International Institute for Digital Humanities, Japan",university,37.49,139.84,location,38,0.02570329627985209,2,0,2,2
1393,Library of Congress,university,38.89,-77.01,location,33,0.009427452205499055,1,0,1,1
1394,McMaster University,university,43.26,-79.92,location,41,0.04414997752261035,1,0,1,1
1395,Netherlands Institute for Sound and Vision,university,52.11,5.33,location,23,0.012151091793607283,1,0,1,1
1396,University of Guelph,university,43.53,-80.22,location,41,0.04635232097453472,1,0,1,1
1398,University of California,university,37.87,-122.26,location,40,0.01279478929508688,1,0,1,1
1400,Scripps College,university,34.1,-117.71,location,50,0.010498818917373722,1,0,1,1
1401,SIL International,university,48.6,-93.4,location,36,0.03989595204877947,2,0,2,2
1403,The Friedberg Genizah Project,university,31.39,35.36,location,9,0.05477499599718113,3,0,3,3
1405,Universitie de Montreal,university,45.5,-73.62,location,34,0.037027979294769316,2,0,2,2
1407,University of Aberdeen,university,57.16,-2.1,location,46,0.048801526077884426,3,0,3,3
1408,University of Alberta,university,53.52,-113.52,location,41,0.5975658108200143,11,0,11,11
1409,University of British Columbia,university,49.26,-123.25,location,41,0.069633043334665,3,0,3,3
1410,UC Santa Barbara,university,34.42,-119.7,location,50,0.07264004545103414,4,0,4,4
1411,University of Exeter,university,50.74,-3.53,location,4,0.015652307785232255,1,0,1,1
1412,University of Glasgow,university,55.87,-4.29,location,36,0.04360474631701505,3,0,3,3
1414,University of Maryland,university,39.29,-76.63,location,18,0.1993952279924091,7,0,7,7
1415,University of Montreal,university,45.51,-73.58,location,8,0.011470020406694436,1,0,1,1
1416,UNC Chapel Hill,university,35.91,-79.06,location,0,0.2758949041395304,7,0,7,7
1417,University of South Carolina,university,34.0,-81.03,location,37,0.059740975950049686,2,0,2,2
1418,University of Tokyo,university,35.67,139.74,location,38,0.038449582612480854,3,0,3,3
1420,University of Virginia,university,38.03,-78.52,location,39,0.1373557655345063,5,0,5,5
1422,UC San Diego,university,32.72,-117.16,location,6,0.025474077795660525,2,0,2,2
1425,University of Southampton,university,50.93,-1.4,location,40,0.01279478929508688,1,0,1,1
1426,Black Mesa Technologies LLC,university,37.17,-95.85,location,8,0.015151445359708202,1,0,1,1
1429,Concordia University,university,33.66,-117.81,location,34,0.011530906859733172,1,0,1,1
1432,Korea University,university,37.59,127.03,location,28,0.11405521692634533,5,0,5,5
1434,Edinburgh College of Art,university,55.94,-3.2,location,0,0.029429567367673933,1,0,1,1
1436,Graduate Institute of Applied Linguistics,university,44.89,-87.29,location,36,0.03989595204877947,2,0,2,2
1438,University of Victoria,university,48.47,-123.31,location,41,0.08030473449410606,4,0,4,4
1440,INRIA,university,48.12,-1.64,location,21,0.013020275261300859,1,0,1,1
1441,Miami University of Ohio,university,39.51,-84.73,location,42,0.011630892143112491,1,0,1,1
1442,National Center for Supercomputing Applications,university,47.11,-101.3,location,37,0.22103546459122375,4,0,4,4
1443,National Institute for Technology in Liberal Education,university,37.03,-100.93,location,43,0.009968944081266464,1,0,1,1
1446,National Taiwan University,university,23.6,121.02,location,44,0.20109810308955609,6,0,6,6
1447,Ritsumeikan University,university,35.01,135.74,location,19,0.40834976661954764,11,0,11,11
1448,Scuola Normale Superiore di Pisa,university,43.71,10.4,location,45,0.04972775331729825,3,0,3,3
1449,Smithsonian American Art Museum,university,38.89,-77.04,location,18,0.01799215921390659,1,0,1,1
1450,The California Institute for Telecommunications and Information Technology,university,32.72,-117.16,location,6,0.011298074945774728,1,0,1,1
1451,Stanford University,university,37.43,-122.17,location,4,0.43359730446799954,12,0,12,12
1452,University of Birmingham,university,52.45,-1.93,location,21,0.012385410111022736,1,0,1,1
1453,Tel Aviv University,university,32.05,34.77,location,9,0.03316143652101641,2,0,2,2
1456,Trinity College Dublin,university,53.34,-6.26,location,46,0.013152579377344644,1,0,1,1
1457,UC Merced,university,37.3,-120.49,location,11,0.01820380596562197,1,0,1,1
1461,University of Colorado at Colorado Springs,university,38.91,-104.77,location,59,0.009930117631680398,1,0,1,1
1466,University of Miami,university,25.7,-80.29,location,50,0.009876064218022495,1,0,1,1
1467,University of Strathclyde,university,55.86,-4.24,location,21,0.045576301703177224,2,0,2,2
1469,University of Twente,university,52.31,6.7,location,23,0.012151091793607283,1,0,1,1
1472,University of Wurzburg,university,49.79,9.94,location,42,0.01307980229138202,1,0,1,1
1473,West Virginia University,university,39.65,-79.96,location,50,0.03380050555898861,2,0,2,2
1476,"Academy of Fine Arts, Krakow",university,50.06,19.93,location,41,0.01975571058809513,1,0,1,1
1477,Acadia University,university,45.09,-64.37,location,22,0.018391494606133884,1,0,1,1
1478,California Digital Library,university,37.27,-119.27,location,39,0.013416192542477709,1,0,1,1
1479,The Open University,university,52.02,-0.71,location,40,0.01279478929508688,1,0,1,1
1482,Ochanomizu University,university,35.72,139.73,location,19,0.014836446344812985,1,0,1,1
1486,MIT,university,35.5,-119.18,location,50,0.01501941321374516,1,0,1,1
1488,National e-Science Centre,university,34.15,-85.68,location,36,0.013094609541856067,1,0,1,1
1489,Netherlands Institute of War Documentation,university,52.11,5.33,location,21,0.021101350697322947,1,0,1,1
1491,Royal Irish Academy Address,university,53.42,-8.24,location,42,0.023791376401399215,1,0,1,1
1492,Shippensburg University,university,34.37,-89.53,location,34,0.011530906859733172,1,0,1,1
1495,UCLA,university,34.06,-118.44,location,0,0.18527711313957804,6,0,6,6
1496,University of Bergen,university,60.39,5.33,location,8,0.011470020406694436,1,0,1,1
1497,University of Florida,university,29.65,-82.34,location,18,0.01799215921390659,1,0,1,1
1499,University of Illinois at Urbana-Champaign,university,40.11,-83.75,location,50,0.13099754753194484,5,0,5,5
1500,University of Kentucky,university,38.03,-84.5,location,27,0.01767077339600745,1,0,1,1
1502,University of Melbourne,university,-37.8,144.96,location,36,0.03576403518925419,2,0,2,2
1503,University of Nottingham,university,52.96,-1.15,location,4,0.05673043937478592,3,0,3,3
1504,Birmingham City University,university,52.52,-1.9,location,21,0.012385410111022736,1,0,1,1
1507,University of Edinburgh,university,55.95,-3.19,location,40,0.01279478929508688,1,0,1,1
1508,Michigan State University,university,42.73,-84.49,location,37,0.22103546459122375,4,0,4,4
1512,UC Santa CRuz,university,36.97,-122.03,location,50,0.026276425410144834,2,0,2,2
1513,University of Pennsylvania,university,39.95,-75.19,location,36,0.02082905675711141,1,0,1,1
1514,University of Toronto,university,43.67,-79.4,location,22,0.029735156437167693,2,0,2,2
1515,Brown University,university,41.83,-71.4,location,50,0.07973387778874094,4,0,4,4
1519,University of Sheffield,university,53.38,-1.49,location,37,0.10006889668255425,2,0,2,2
1520,University of Washington,university,47.65,-122.31,location,36,0.015454667148562739,1,0,1,1
1521,UC Irvine,university,33.64,-117.84,location,11,0.01820380596562197,1,0,1,1
1523,An Foras Feasa,university,53.42,-8.24,location,12,0.04358437737846283,3,0,3,3
1524,University of Southern California,university,34.02,-118.28,location,0,0.04107626477206088,2,0,2,2
1525,Austrian Academy of Sciences,university,30.98,-97.34,location,51,0.008310085698683281,1,0,1,1
1528,King's College London,university,51.54,-0.16,location,21,1.0,17,0,17,17
1529,University of Nebraska-Lincoln,university,40.82,-96.7,location,52,0.04358437737846283,3,0,3,3
1530,Center for Digtial Humanities (Belgrade),university,47.11,-101.3,location,3,0.022368834398077214,2,0,2,2
1534,Digital Antiquity,university,38.95,-81.91,location,53,0.022368834398077214,2,0,2,2
1536,Duke University,university,36.0,-78.94,location,27,0.04336658760959439,3,0,3,3
1537,Electronic Textual Cultures Laboratory,university,56.95,-98.31,location,54,0.04358437737846283,3,0,3,3
1538,Rice University,university,29.72,-95.39,location,13,0.008310085698683281,1,0,1,1
1539,Fryske Akademy/Leiden University,university,52.15,4.49,location,2,0.008310085698683281,1,0,1,1
1540,George Mason University,university,38.83,-77.31,location,55,0.008310085698683281,1,0,1,1
1541,Graduate School of Library and Information Science,university,37.17,-95.85,location,56,0.022368834398077214,2,0,2,2
1542,Hamilton College,university,43.05,-75.41,location,57,0.008310085698683281,1,0,1,1
1544,Huygens ING - Royal Netherlands Academy of Arts and Sciences,university,52.11,5.33,location,39,0.1062189123510789,5,0,5,5
1545,Idaho State University,university,42.86,-112.43,location,11,0.03737750239671731,2,0,2,2
1546,Indiana University,university,39.17,-86.53,location,30,0.8224631884142642,14,0,14,14
1548,New York University,university,40.73,-74.0,location,27,0.09197407286922461,5,0,5,5
1550,Loyola University Chicago,university,42.0,-87.66,location,7,0.022368834398077214,2,0,2,2
1551,National Endowment for the Humanities,university,37.17,-95.85,location,14,0.008310085698683281,1,0,1,1
1553,Newberry Library,university,40.29,-80.01,location,20,0.008310085698683281,1,0,1,1
1555,"Pedagogical University, Krakow",university,50.06,19.93,location,1,0.041055602166989356,2,0,2,2
1556,Rijksuniversiteit Groningen,university,53.22,6.56,location,31,0.11405521692634533,5,0,5,5
1558,San Jose State University,university,37.34,-121.88,location,58,0.008310085698683281,1,0,1,1
1561,Tokyo Institute of Technology,university,35.6,139.68,location,38,0.06363162682069139,4,0,4,4
1562,UC Berkeley,university,37.87,-122.26,location,39,0.06215315061744914,4,0,4,4
1563,University College London,university,51.52,-0.13,location,22,0.5296313748999643,11,0,11,11
1566,Universidad Nacional Autonoma de Mexico,university,19.43,-99.13,location,22,0.11911622179292103,5,0,5,5
1567,Universitat Wurzburg,university,49.79,9.94,location,25,0.008310085698683281,1,0,1,1
1569,University Denis-Diderot Paris VII,university,48.85,2.36,location,26,0.008310085698683281,1,0,1,1
1570,SUNY Buffalo,university,42.69,-73.82,location,59,0.08155395676271278,4,0,4,4
1576,University of Chicago,university,41.79,-87.6,location,5,0.04358437737846283,3,0,3,3
1578,University of Illinois,university,40.11,-88.23,location,37,0.29047371640882935,5,0,5,5
1579,University of Leipzig,university,51.34,12.38,location,22,0.07289231118529549,4,0,4,4
1580,"University of MaÃƒâ€šÃ‚Â¡laga, Spain",university,36.72,-4.42,location,45,0.017191711176131,1,0,1,1
1581,University of Maribor,university,46.56,15.65,location,60,0.023735508989739633,2,0,2,2
1583,University of Minnesota Duluth,university,46.81,-92.07,location,61,0.008310085698683281,1,0,1,1
1584,University of Oklahoma,university,35.21,-97.45,location,62,0.07354916214034855,4,0,4,4
1585,University of Oulu,university,65.06,25.47,location,60,0.09507008891309823,4,0,4,4
1586,Oxford,university,51.75,-1.26,location,63,0.04539100191227414,3,0,3,3
1587,University of Queensland,university,-27.5,153.01,location,24,0.008310085698683281,1,0,1,1
1589,University of Stavanger,university,58.97,5.73,location,10,0.008310085698683281,1,0,1,1
1592,University of Tours,university,47.39,0.69,location,64,0.036772152741435256,3,0,3,3
1594,"University of Tabingen, Germany",university,48.52,9.05,location,15,0.11405521692634533,5,0,5,5
1596,University of Wisconsin-Madison,university,43.08,-89.4,location,65,0.008310085698683281,1,0,1,1
1597,USC Upstate,university,34.02,-118.28,location,17,0.022368834398077214,2,0,2,2
1598,Wheaton College,university,41.97,-71.18,location,43,0.013594372799790838,1,0,1,1
1599,Worms University of Applied Sciences,university,49.63,8.36,location,66,0.022368834398077214,2,0,2,2
